id,name,total_ratings,stars,genres,imdb_link,tmdb_link,description,release_year,label,duration,languages,directors,cast,img_link
11,The American President,20362,3.66,"['Comedy', 'Drama', 'Romance']",https://www.imdb.com/title/tt0112346,https://www.themoviedb.org/movie/9087,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.",1995,PG-13,114 minutes,"['English', 'Français']",['Rob Reiner'],"['Michael Douglas', 'Annette Bening', 'Martin Sheen', 'Michael J. Fox', 'Anna Deavere Smith', 'Samantha Mathis', 'Shawna Waldron', 'David Paymer', 'Anne Haney', 'Richard Dreyfuss', 'Nina Siemaszko', 'Wendie Malick', 'Beau Billingslea', 'Gail Strickland', 'Joshua Malina', 'Clement von Franckenstein', 'Efrat Lavie', 'John Mahoney', 'Taylor Nichols', 'John Mahon', 'Tom Dahlgren', 'Ralph Meyering Jr.', 'Kurt A. Boesen', 'Joseph Latimore', 'Darryl Alan Reed', 'Andrew Steel', 'Jordan Lund', 'Richard McGonagle', 'Frank Cavestani', 'Richard Stahl', 'Alice Kushida', 'Renee Faia', 'Beans Morocco', 'Kathryn Ish', 'Kamilah Martin', 'Augie Blunt', 'Thom Barry', 'Steven Gonzalez', 'Gabriel Jarret', 'Karen Maruyama', 'Nancy Kandal', 'George Murdock', 'Bernie McInerney', 'Jack Gilroy', 'Matthew Saks', 'Googy Gress', 'Ron Canada', 'Brian Pietro', 'Rick Garcia', 'Aaron Sorkin', 'Kymberly Newberry', 'Greg Poland', 'Leslie Bega', 'Jennifer Crystal Foley', 'Arthur Senzy', 'Nick Toth', 'Jorge Noa', 'Maud Winchester', 'Jeffrey Anderson', 'Suzanne Michaels', 'Mark Thompson', 'David Drew Gallagher', 'Todd Odom', 'Michael G. Alexander', 'Anthony Backman', 'Rose Barrett', 'Faith Burton', 'Jan Citron', 'Arthur Eckdahl', 'Roger Ferreira', 'Star Halm', 'Betty Hankins', 'Suzanne Lodge', 'Gorja Max', 'Mark Norris', 'Sherry O’Keefe', 'Roger Steffens', 'Helen Thomas', 'Ray Uhler', 'Michael Wajacs', 'Mark Watson']",https://image.tmdb.org/t/p/original/dYk6sE9nNy6ge0InSB2gJY9zcnM.jpg
12,Dracula: Dead and Loving It,4772,2.68,"['Comedy', 'Horror']",https://www.imdb.com/title/tt0112896,https://www.themoviedb.org/movie/12110,"When a lawyer shows up at the vampire's doorstep, he falls prey to his charms and joins him in his search for fresh blood. Enter Professor Van Helsing, who may be the only one able to vanquish the Count.",1995,PG-13,88 minutes,['English'],['Mel Brooks'],"['Leslie Nielsen', 'Mel Brooks', 'Amy Yasbeck', 'Peter MacNicol', 'Lysette Anthony', 'Harvey Korman', 'Steven Weber', 'Mark Blankfield', 'Megan Cavanagh', 'Gregg Binkley', 'Anne Bancroft', 'Clive Revill', 'Chuck McCann', 'Avery Schreiber', 'Cherie Franklin', 'Ezio Greggio', 'Leslie Sachs', 'Rudy De Luca', 'Darla Haun', 'Karen Roe', 'Charlie Callas', 'Maud Winchester', 'Kathleen Kane', 'Tony Griffin', 'Cindy Marshall-Day']",https://image.tmdb.org/t/p/original/mWINg2BwQ2RBNIN8WSMjNbkih3d.jpg
13,Balto,2365,3.36,"['Family', 'Animation', 'Adventure']",https://www.imdb.com/title/tt0112453,https://www.themoviedb.org/movie/21032,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.",1995,G,78 minutes,['English'],['Simon Wells'],"['Kevin Bacon', 'Bob Hoskins', 'Bridget Fonda', 'Jim Cummings', 'Phil Collins', 'Juliette Brewer', 'Jack Angel', 'Danny Mann', 'Robbie Rist', 'Sandra Dickinson', 'Frank Welker', 'Miriam Margolyes', 'Lola Bates-Campbell']",https://image.tmdb.org/t/p/original/hljMglukfpnfaNmUgMuORmL4OVW.jpg
14,Nixon,6949,3.43,"['Drama', 'History']",https://www.imdb.com/title/tt0113987,https://www.themoviedb.org/movie/10858,A look at President Richard M. Nixon—a man carrying the fate of the world on his shoulders while battling the self-destructive demands from within—spanning his troubled boyhood in California to the shocking Watergate scandal that would end his Presidency.,1995,R,192 minutes,['English'],['Oliver Stone'],"['Anthony Hopkins', 'Joan Allen', 'Powers Boothe', 'Ed Harris', 'Bob Hoskins', 'E.G. Marshall', 'David Paymer', 'David Hyde Pierce', 'Paul Sorvino', 'Mary Steenburgen', 'J.T. Walsh', 'James Woods', 'Brian Bedford', 'Kevin Dunn', 'Fyvush Finkel', 'Annabeth Gish', 'Tom Bower', 'Tony Goldwyn', 'Larry Hagman', 'Edward Herrmann', 'Madeline Kahn', 'Dan Hedaya', 'Tony Lo Bianco', 'Saul Rubinek', 'Robert Beltran', 'John Cunningham', 'John Diehl', 'John C. McGinley', 'Michael Chiklis', 'David Barry Gray', 'Joanna Going', 'George Plimpton', 'Lenny Vullo', 'Corey Carrier', 'Ronald von Klaussen', 'John Bedford Lloyd', 'Kamar de los Reyes', 'Enrique Castillo', 'James Pickens Jr.', 'Victor Rivers', 'Bridgette Wilson-Sampras', 'Drew Snyder', 'Ric Young', 'Sean Stone', 'Joshua Duvall Preston', 'Ian Calip', 'Jack Wallace', 'Julie Condra', 'Annette Helde', 'Howard Platt', 'T.J. Kennedy', 'Harry S. Murphy', 'Suzanne Schnulle Murphy', 'Michael Kaufman', 'Pamela Dickerson', ""O'Neal Compton"", 'Chris Renna', 'Wilson Cruz', 'Mikey Stone', 'Robert Marshall', 'Marley Shelton', 'James Karen', 'Richard Fancy', 'Peter Carlin', 'Michelle Krusiec', 'Wass Stevens', 'Tom Nicoletti', 'Chuck Pfeiffer', 'Alexander Butterfield', 'Mark Steines', 'Bai Ling', 'Peter P. Starson Jr.', 'Jon Tenney', 'Julie Araskog', 'Ray Wills', 'John Bellucci', 'Zoey Zimmerman', 'Mary Rudolph', 'Clayton Townsend', 'Donna Dixon', 'John Stockwell', 'Charles Haugk', 'Boris Sichkin', 'Fima Noveck', 'Raissa Danilova', 'Marilyn Rockafellow', 'Bill Bolender', 'Melinda Renna', 'Tony Plana', 'Sam Waterston', 'Chuck Riley']",https://image.tmdb.org/t/p/original/zAaFQHZV23SJgSwRBvW5PeD219H.jpg
15,Cutthroat Island,3272,2.74,"['Action', 'Adventure']",https://www.imdb.com/title/tt0112760,https://www.themoviedb.org/movie/1408,"Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.",1995,PG-13,124 minutes,"['English', 'Français', 'Latin', 'Español']",['Renny Harlin'],"['Geena Davis', 'Matthew Modine', 'Frank Langella', 'Maury Chaykin', 'Patrick Malahide', 'Stan Shaw', 'Rex Linn', 'Paul Dillon', 'Christopher Masterson', 'Jimmie F. Skaggs', 'Harris Yulin', 'Carl Chase', 'Peter Geeves', 'Angus Wright', 'Ken Bones', 'Mary Pegler', 'Mary Peach', 'Lucinda Aurel', 'Thomas Lockyer', 'Roger Booth', 'George Murcell', 'Simon Atherton', 'Dickey Beer', 'Christopher Halliday', 'Chris Johnston', 'Richard Leaf', 'Tam White', 'Rupert Vansittart', 'Nick Bartlett', 'David Bailie', 'Kwame Kwei-Armah', 'Ramon Tikaram', 'Christopher Adamson']",https://image.tmdb.org/t/p/original/yhLeQvc841cBcXHgqDZmJpflDxG.jpg
16,Casino,24480,3.83,"['Crime', 'Drama', 'History']",https://www.imdb.com/title/tt0112641,https://www.themoviedb.org/movie/524,"In early-1970s Las Vegas, Sam ""Ace"" Rothstein gets tapped by his bosses to head the Tangiers Casino. At first, he's a great success in the job, but over the years, problems with his loose-cannon enforcer Nicky Santoro, his ex-hustler wife Ginger, her con-artist ex Lester Diamond and a handful of corrupt politicians put Sam in ever-increasing danger.",1995,R,179 minutes,['English'],['Martin Scorsese'],"['Robert De Niro', 'Sharon Stone', 'Joe Pesci', 'James Woods', 'Don Rickles', 'Alan King', 'Kevin Pollak', 'L.Q. Jones', 'Dick Smothers', 'Frank Vincent', 'John Bloom', 'Pasquale Cajano', 'Melissa Prophet', 'Bill Allison', 'Vinny Vella', 'Oscar Goodman', 'Catherine Scorsese', 'Philip Suriano', 'Erika von Tagen', 'Frankie Avalon', 'Steve Allen', 'Jayne Meadows', 'Jerry Vale', 'Joseph Rigano', 'Gene Ruffini', 'Dominick Grieco', 'Peter Conti', 'Cathy Scorsese', 'Steve Vignari', 'Paul Herman', 'Joey DePinto', 'Millicent Sheridan', 'Nobu Matsuhisa', 'Frankie J. Allison', 'Anthony Russell', 'John Manca', 'Ronald Maccone', 'Joseph P. Reidy', 'Joe La Due', 'Stuart Nisbet', 'Frank Adonis', 'Joseph Bono', 'Craig Vincent', 'Daniel P. Conte', 'David Rose', 'C.C. Carr', 'Clem Caserta', 'Jed Mills', 'Richard Riehle', 'Alfred Nittoli', 'Carl Ciarfalio', 'Jack Orend', 'Ffolliott Le Coque', 'Claudia Haro', 'Madeline Parquette', 'Nick Mazzola', 'Steve Schirripa']",https://image.tmdb.org/t/p/original/2W9HjAYWNug5RwyrEtrneXeL94Z.jpg
17,Sense and Sensibility,25379,3.94,"['Drama', 'Romance']",https://www.imdb.com/title/tt0114388,https://www.themoviedb.org/movie/4584,"The Dashwood sisters, sensible Elinor and passionate Marianne, whose chances at marriage seem doomed by their family's sudden loss of fortune. When Henry Dashwood dies unexpectedly, his estate must pass on by law to his son from his first marriage, John and wife Fanny. But these circumstances leave Mr. Dashwood's current wife, and daughters Elinor, Marianne and Margaret, without a home and with barely enough money to live on. As Elinor and Marianne struggle to find romantic fulfillment in a society obsessed with financial and social status, they must learn to mix sense with sensibility in their dealings with both money and men.",1995,PG,136 minutes,['English'],['Ang Lee'],"['Emma Thompson', 'Kate Winslet', 'Alan Rickman', 'Hugh Grant', 'Gemma Jones', 'Greg Wise', 'Elizabeth Spriggs', 'Imogen Stubbs', 'Harriet Walter', 'James Fleet', 'Imelda Staunton', 'Hugh Laurie', 'Emilie François', 'Robert Hardy', 'Richard Lumsden', 'Tom Wilkinson', 'Ian Brimble', 'Isabelle Amyes', 'Alexander John', 'Allan Mitchell', 'Josephine Gradwell', 'Lone Madsen', 'Oliver Ford Davies', 'Eleanor McCready', 'Lindsay Doran']",https://image.tmdb.org/t/p/original/mZfkW31Y9a8DvISpO9nj5Tc7neo.jpg
18,Four Rooms,6780,3.42,['Comedy'],https://www.imdb.com/title/tt0113101,https://www.themoviedb.org/movie/5,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,1995,R,98 minutes,['English'],"['Allison Anders', 'Alexandre Rockwell', 'Robert Rodriguez', 'Quentin Tarantino']","['Tim Roth', 'Jennifer Beals', 'Antonio Banderas', 'Valeria Golino', 'David Proval', 'Sammi Davis', 'Amanda de Cadenet', 'Madonna', 'Ione Skye', 'Lili Taylor', 'Alicia Witt', 'Tamlyn Tomita', 'Lana McKissack', 'Danny Verduzco', 'Patricia Vonne', 'Salma Hayek Pinault', 'Quentin Tarantino', 'Paul Calderon', 'Marisa Tomei', 'Kathy Griffin', 'Lawrence Bender', 'Kimberly Blair', 'Quinn Hellerman', 'Marc Lawrence', 'Paul Skemp', 'Unruly Julie McClean', 'Laura Rush', 'Bruce Willis']",https://image.tmdb.org/t/p/original/f2t4JbUvQIjUF5FstG1zZFAp02N.jpg
19,Ace Ventura: When Nature Calls,26984,2.67,"['Crime', 'Comedy', 'Adventure']",https://www.imdb.com/title/tt0112281,https://www.themoviedb.org/movie/9273,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.",1995,PG-13,90 minutes,['English'],['Steve Oedekerk'],"['Jim Carrey', 'Ian McNeice', 'Simon Callow', 'Maynard Eziashi', 'Bob Gunton', 'Sophie Okonedo', 'Tommy Davidson', 'Adewale Akinnuoye-Agbaje', 'Danny Daniels', 'Sam Phillips', 'Damon Standifer', 'Andrew Steel', 'Bruce Spence', 'Tom Grunke', 'Arsenio ""Sonny"" Trinidad', 'Kristin Norton', 'Michael Reid MacKay', 'Kayla Allen', 'Ken Kirzinger', 'Dev Kennedy', 'Patti Tippo', 'Sabrinah Christie', 'Warren Sroka', 'Gene Williams', 'Leif Tilden', 'G.W. Bailey', 'Luke Benko', 'Binx', 'Joseph Granda', 'Joe Greene', 'Stacie Johnsen', 'Patrick Michael Strange']",https://image.tmdb.org/t/p/original/h5Y9T4OoFpMrONhVBZvN2X2DfAB.jpg
20,Money Train,4818,2.89,"['Action', 'Comedy', 'Crime']",https://www.imdb.com/title/tt0113845,https://www.themoviedb.org/movie/11517,"When a vengeful New York transit cop decides to steal a trainload of subway fares, his foster brother—a fellow cop—tries to protect him.",1995,R,110 minutes,['English'],['Joseph Ruben'],"['Wesley Snipes', 'Woody Harrelson', 'Jennifer Lopez', 'Robert Blake', 'Chris Cooper', 'Katie Gill', 'Joe Grifasi', 'Scott Sowers', 'Skipp Sudduth', 'Aida Turturro', 'Vincent Pastore', 'Enrico Colantoni', 'Bill Nunn', 'Jeremy Roberts', 'Joe Bacino', 'Gregory McKinney', 'José Zúñiga', 'Flex Alexander', 'Sharon Schaffer', 'Catherine Dudley-Rose', 'Dean Norris', 'Greg Bronson']",https://image.tmdb.org/t/p/original/oWfITuo0TdJYVRalEH42fuNEN2E.jpg
21,Get Shorty,26299,3.56,"['Comedy', 'Thriller', 'Crime']",https://www.imdb.com/title/tt0113161,https://www.themoviedb.org/movie/8012,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",1995,R,105 minutes,['English'],['Barry Sonnenfeld'],"['John Travolta', 'Gene Hackman', 'Rene Russo', 'Danny DeVito', 'Dennis Farina', 'Delroy Lindo', 'James Gandolfini', 'Jon Gries', 'Renee Props', 'David Paymer', 'Martin Ferrero', 'Miguel Sandoval', 'Jacob Vargas', 'Linda Hart', 'Bobby Slayton', 'Ron Karabatsos', 'Alison Waddell', 'Amber Waddell', 'John Cothran', 'Jack Conley', 'Bernard Hocke', 'Big Daddy Wayne', 'Jay Montalvo', 'Carlease Burke', 'Vito Scotti', 'Rino Piccolo', 'Alfred Dennis', 'Ralph Manza', 'Zed Frizzelle', 'Harry Victor', 'Patrick Breen', 'Barry Sonnenfeld', 'Donna W. Scott', 'Rebeca Arthur', 'Zack Phifer', 'Greg Goossen', 'Jeffrey Stephan', ""Ernest 'Chili' Palmer"", 'Leslie Bega', 'Harvey Keitel', 'Penny Marshall', 'Bette Midler', 'Alex Rocco']",https://image.tmdb.org/t/p/original/y1UDXb4EQLq0n7cSZtHPEqDPy9I.jpg
22,Copycat,11455,3.3,"['Thriller', 'Crime', 'Mystery']",https://www.imdb.com/title/tt0112722,https://www.themoviedb.org/movie/1710,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,1995,R,124 minutes,"['English', 'Italiano', 'Deutsch']",['Jon Amiel'],"['Sigourney Weaver', 'Holly Hunter', 'Dermot Mulroney', 'William McNamara', 'Harry Connick Jr.', 'J.E. Freeman', 'Will Patton', 'John Rothman', ""Shannon O'Hurley"", 'Bob Greene', 'Tony Haney', 'Danny Kovacs', 'Tahmus Rounds', 'Scott Devenney', 'David Michael Silverman', 'Diane Amos', 'Kelly De Martino', 'Richard Conti', 'Nick Scoggin', 'Bert Kinyon', 'Dennis Richmond', 'Rob Nilsson', 'Kenny Kwong', 'Charles Branklyn', 'Rebecca Klingler', 'Terry Brown', 'Corie Henninger', 'Bill Bonham', 'Kathleen Stefano', 'Chris Beale', 'Hansford Prince', 'Don West', 'Jay Jacobus', 'John Charles Morris', 'Keith Phillips', 'Johnetta Shearer', 'Ron Kaell', 'Kelvin Han Yee', 'James Cunningham', 'Victor Talmadge', 'Brian Keith Russell', 'Damon Lawner', 'Russ Christoff', 'Doug Morrisson', 'Edith Bryson', 'Jeni Chua', 'William Oates', 'Lee Kopp', 'Thomas J. Fieweger', 'Floyd Gale Holland', 'Anthony Moore', 'Stephanie Smith', 'S. J. Spinali', 'Katherine Fitzhugh', 'Robert Benscoter', 'Arlon G. Greene', 'Stuart W. Yee', 'Vincenetta Gunn', 'David Ferguson', 'Eleva Singleton', 'Gena Bingham', 'Jon Briddell']",https://image.tmdb.org/t/p/original/f0wTYitK1lELuGygXslG7SQpY0E.jpg
23,Assassins,5169,3.16,"['Action', 'Adventure', 'Crime', 'Thriller']",https://www.imdb.com/title/tt0112401,https://www.themoviedb.org/movie/9691,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.",1995,R,132 minutes,"['English', 'Español', 'Nederlands']",['Richard Donner'],"['Sylvester Stallone', 'Antonio Banderas', 'Julianne Moore', 'Anatoli Davydov', 'Muse Watson', 'Steve Kahan', 'Kelly Rowan', 'Reed Diamond', 'Kai Wulff', 'Kerry Skalsky', 'James Douglas Haskins', 'Stephen Liska', 'John Harms', 'Edward J. Rosen', 'Christina Orchid', 'Bruce R. Orchid', 'Sue Carolyn Wise', 'James Oliver', 'Ron Ben Jarrett', 'Marian Collier', 'Dave Young', 'Ragna Sigrun', 'Mark Woodford', 'Anibal O. Lleras', 'Marta Labatut', 'Choco Orta', 'Ivonne Piazza', 'Ángel Vázquez', 'Axel Anderson', 'David Dollase', 'Jim Graham', 'Wally Dalton', 'Paul Tuerpe', 'John Procaccino', 'Nerissa E. Williams', 'Juan Manuel Lebrón', 'Eddie Bellaflores', 'Thomas Helgeland', 'James W. Gavin', 'Scott Stuber', 'Richard Blum', 'Michael DeCourcey', 'Whitey Shapiro', 'Stefan Enriquez', 'Fulvio Cecere', 'Shirley Oliver', 'Eric Sather', 'Wally Gudgell', 'J. Mills Goodloe', 'Peter Sebastian Lackaff', 'John Lamar', 'Ernie Hall', 'Calli Medved', 'Robert Sanders', 'Rhonda J. Osborne', 'Christina Herrera', 'Cary Sanchez', 'Frank R. Jimenez Jr.', 'Jeff King', 'David ""Shark"" Fralick', 'Bob Minor', 'Barbara Anne Klein']",https://image.tmdb.org/t/p/original/4EwtIIcqvQzOpqDkWj9vhtmRUQM.jpg
24,Powder,9416,3.17,"['Drama', 'Fantasy']",https://www.imdb.com/title/tt0114168,https://www.themoviedb.org/movie/12665,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.",1995,PG-13,111 minutes,['English'],['Victor Salva'],"['Mary Steenburgen', 'Sean Patrick Flanery', 'Lance Henriksen', 'Jeff Goldblum', 'Brandon Smith', 'Bradford Tatum', 'Susan Tyrrell', 'Missy Crider', 'Ray Wise', 'Esteban Powell', 'Danette McMahon', 'Paula Engel', 'Bonnie Gallup', 'Dee Macaluso', 'Tom Tarantini', 'Brady Coleman', 'Alex Morris', 'Woody Watson', 'Darla Rae']",https://image.tmdb.org/t/p/original/4Fj7HwCq3M0UVYXZKU0sVz9OPaX.jpg
25,Leaving Las Vegas,25606,3.66,"['Drama', 'Romance']",https://www.imdb.com/title/tt0113627,https://www.themoviedb.org/movie/451,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",1995,R,111 minutes,"['English', 'Italiano', 'Pусский']",['Mike Figgis'],"['Nicolas Cage', 'Elisabeth Shue', 'Julian Sands', 'Richard Lewis', 'Steven Weber', 'Kim Adams', 'Emily Procter', 'Stuart Regen', 'Valeria Golino', 'Graham Beckel', 'Albert Henderson', 'Shashi Bhatia', 'Carey Lowell', 'Anne Lange', 'Thomas Kopache', 'Vincent Ward', 'Lucinda Jenney', 'French Stewart', 'Ed Lauter', 'Waldemar Kalinowski', 'Mike Figgis', 'David Kriegel', 'Bill Thompson', 'Marek Stabrowski', 'R. Lee Ermey', 'Mariska Hargitay', 'Danny Huston', 'Laurie Metcalf', 'David Brisbin', 'Shawnee Smith', 'Paul Quinn', 'Julian Lennon', 'Tracy Thorne', 'Bob Rafelson', 'Susan Barnes', 'Marc Coppola', 'Michael A. Goorjian', 'Jeremy Jordan', 'Davidlee Willson', 'Xander Berkeley', 'Sergio Premoli', 'Gordon Michaels', 'Lou Rawls']",https://image.tmdb.org/t/p/original/zc2NeSqgN8OQIi9IRM3LAj7Wacz.jpg
26,Othello,3072,3.6,['Drama'],https://www.imdb.com/title/tt0114057,https://www.themoviedb.org/movie/16420,The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.,1995,R,123 minutes,['English'],['Oliver Parker'],"['Laurence Fishburne', 'Irène Jacob', 'Kenneth Branagh', 'Nathaniel Parker', 'Michael Maloney', 'Anna Patrick', 'Nicholas Farrell', 'Indra Ové', 'Michael Sheen', 'John Savident']",https://image.tmdb.org/t/p/original/7SqIfSVW3xKTk07FbUm4LrhOOeL.jpg
27,Now and Then,1955,3.42,"['Comedy', 'Drama', 'Romance']",https://www.imdb.com/title/tt0114011,https://www.themoviedb.org/movie/9263,"Waxing nostalgic about the bittersweet passage from childhood to puberty, four childhood girlfriends — Teeny, Chrissy, Samantha and Roberta — recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more.",1995,PG-13,100 minutes,['English'],['Lesli Linka Glatter'],"['Christina Ricci', ""Rosie O'Donnell"", 'Thora Birch', 'Melanie Griffith', 'Gaby Hoffmann', 'Demi Moore', 'Ashleigh Aston Moore', 'Rita Wilson', 'Devon Sawa', 'Walter Sparrow', 'Cloris Leachman', 'Lolita Davidovich', 'Janeane Garofalo', 'Hank Azaria', 'Bonnie Hunt', 'Rumer Willis', 'Bradley Coryell', 'Justin Humphrey', 'Travis Robertson', 'James Wilson Keane', 'Ric Reitz', 'Kellen Crosby', 'Joey Stinson', 'James Paul Cleckler', 'Tucker Stone', 'Jamison B. Dowd', 'Beverly Shelton', 'Geoff McKnight', 'T.S. Morgan', 'Carl Espy', 'Alice Tew', 'Rand Courtney', 'Brendan Fraser', 'Brandon Kleyla', 'Haviland Stillwell', 'Dave Thompson']",https://image.tmdb.org/t/p/original/ic529Vlnxmp2ArVSYr5vBLoNFEK.jpg
28,Persuasion,3512,4.04,"['Drama', 'Romance']",https://www.imdb.com/title/tt0114117,https://www.themoviedb.org/movie/17015,"Anne Elliot, the daughter of a financially troubled aristocratic family, is persuaded to break her engagement to Frederick Wentworth, a young sea captain of meager means. Years later, money troubles force Anne's father to rent out the family estate to Admiral Croft, and Anne is again thrown into company with Frederick -- who is now rich, successful, and perhaps still in love with Anne.",1995,PG,107 minutes,['English'],['Roger Michell'],"['Amanda Root', 'Ciarán Hinds', 'Susan Fleetwood', 'Fiona Shaw', 'John Woodvine', 'Phoebe Nicholls', 'Samuel West', 'Sophie Thompson', 'Judy Cornwell', 'Simon Russell Beale', 'Felicity Dean', 'Roger Hammond', 'Victoria Hamilton', 'Emma Roberts', 'Robert Glenister', 'Richard McCabe', 'Helen Schlesinger', 'Jane Wood', 'David Collings', 'Darlene Johnson', 'Cinnamon Faye', 'Isaac Maxwell-Hunt', 'Roger Llewellyn', 'Sally George', 'Lonnie James', 'Corin Redgrave']",https://image.tmdb.org/t/p/original/evCHYeumw4Y4hikG4AG9o5yZXUW.jpg
29,The City of Lost Children,10549,3.91,"['Fantasy', 'Science Fiction', 'Adventure']",https://www.imdb.com/title/tt0112682,https://www.themoviedb.org/movie/902,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",1995,,108 minutes,"['Français', '广州话 / 廣州話']","['Jean-Pierre Jeunet', 'Marc Caro']","['Ron Perlman', 'Dominique Pinon', 'Judith Vittet', 'Daniel Emilfork', 'Jean-Claude Dreyfus', 'Geneviève Brunet', 'Odile Mallet', 'Mireille Mossé', 'Serge Merlin', 'Rufus', 'Ticky Holgado', 'Cris Huerta', 'Jean-Louis Trintignant', 'Joseph Lucien', 'Mapi Galán', 'Briac Barthélémy', 'Pierre-Quentin Faesch', 'Alexis Pivot', 'François Hadji-Lazaro', 'Dominique Bettenfeld', 'Lotfi Yahya Jedidi', 'Thierry Gibault', 'Marc Caro', 'Ham-Chau Luong', 'Frankie Pain', 'Enrique Villanueva', 'Dominique Chevalier', 'Lorella Cravotta', 'Éric Houzelot', 'Philippe Beautier', 'Marc Amyot', 'Jean-Philippe Labadie', 'Raphaèle Bouchard', 'Elisabeth Etienne', 'Rachel Boulenger', 'Michel Motu', 'Nane Germon', 'Léo Rubion', 'Guillaume Billod-Morel', 'Bezak', 'Hong Mai Thomas', 'René Pivot', 'Daniel Adric', 'Christophe Salengro', 'René Marquant', 'Michel Smolianoff', 'Lili Cognard', 'Angélique Philibert', 'Marie Piémontèse', 'Antoinette Dias', 'Zak Russomanno', 'Djamila Bouda', 'Lauren Geoffroy', 'Cyril Aubin', 'Bruno Journée', 'Jérémie Freund', 'Joris Geneste', 'Julie Bernard', 'Valentin Simonet', 'Eglantine Blanckaert', 'Gaëtan Bouyala', 'Mickael Bussinger', 'Jonathan Gatinois', 'Joshka Kaufmann', 'Morgan Mariac', 'Caroline Marsily', 'Geoffroy Morange', 'Sébastien Thaissart', 'Charlotte Bienfait', 'Camille Dufeu', 'Robinson Fouille', 'Alysia Hoffeurt', 'Sandy Kontargyris', 'Andrew Laupen', 'Théo Madueno', 'Arthur Mazet', ""Fackry M'Saidie"", 'Gabriel Pierre', 'Bérangère Pivot', 'Charlotte Ribaud-Chevrey', 'Laura Robert', 'Caroline Rochand', 'Carolane Yvan', 'Margot Tostivint', 'Buster Verbraeken', 'Mathieu Kassovitz']",https://image.tmdb.org/t/p/original/3EK5VCwVa4LbuuS8C1QoXaNaN3J.jpg
30,Shanghai Triad,1380,3.64,"['Drama', 'Crime']",https://www.imdb.com/title/tt0115012,https://www.themoviedb.org/movie/37557,"Shanghai, China, 1930. When young Shuisheng arrives from the countryside, his uncle Liushu puts him at the service of Bijou, the mistress of Laoda, supreme boss of the Tang Triad, constantly threatened by his enemies, both those he knows and those lurking in the shadows.",1995,R,108 minutes,['普通话'],['Zhang Yimou'],"['Gong Li', 'Li Baotian', 'Sun Chun', 'Li Xuejian', 'Liu Jiang', 'Fu Biao', 'Chen Shu', 'Wang Xiaoxiao', 'Jiang Baoying', 'Yang Qianquan']",https://image.tmdb.org/t/p/original/gHG1OogmvDJldyi1tjqncjoblKV.jpg
